trade_date,食品饮料,电力设备,电子,医药生物,有色金属,银行
2023-12-25,18898.96,6569.44,3611.28,8270.71,4043.94,2856.32
2023-12-26,18799.33,6517.9,3535.42,8199.9,4028.66,2849.55
2023-12-27,18850.8,6489.02,3594.61,8249.08,4056.87,2860.38
2023-12-28,19521.04,6876.69,3660.08,8334.09,4163.23,2883.69
2023-12-29,19526.97,6900.21,3739.53,8430.68,4184.7,2908.9
2024-01-02,19075.9,6787.07,3677.81,8388.46,4192.98,2877.55
2024-01-03,19050.9,6779.93,3606.05,8382.23,4183.68,2891.12
2024-01-04,18721.11,6669.15,3560.47,8335.72,4143.23,2897.72
2024-01-05,18579.52,6558.75,3499.43,8166.33,4114.87,2928.6
2024-01-08,18316.53,6484.38,3402.17,8010.64,4058.59,2908.0
2024-01-09,18304.92,6536.99,3395.88,8034.62,4093.8,2918.06
2024-01-10,18448.94,6591.49,3350.58,7965.3,4074.42,2903.52
2024-01-11,18529.42,6733.25,3406.29,8040.69,4129.63,2899.06
2024-01-12,18475.01,6740.49,3348.77,7945.64,4123.21,2919.46
2024-01-15,18407.2,6663.54,3361.3,7963.66,4084.82,2936.72
2024-01-16,18446.74,6749.15,3351.16,7942.62,4076.13,2972.62
2024-01-17,17857.62,6544.26,3252.89,7726.29,3941.64,2953.03
2024-01-18,18144.27,6663.6,3292.17,7739.72,3937.23,2959.17
2024-01-19,18275.6,6539.69,3271.74,7699.9,3914.14,2958.59
2024-01-22,17973.9,6311.42,3132.95,7366.78,3728.86,2952.48
2024-01-23,17851.47,6357.91,3161.36,7415.73,3761.12,2949.9
2024-01-24,17930.85,6327.44,3162.02,7468.87,3815.41,2995.39
2024-01-25,18220.64,6436.13,3250.21,7638.7,3933.43,3042.24
2024-01-26,18210.01,6316.86,3164.65,7489.66,3941.99,3089.78
2024-01-29,18281.67,6044.55,3067.71,7320.14,3869.98,3116.54
2024-01-30,17780.05,5867.57,2954.65,7138.24,3789.99,3085.67
2024-01-31,17542.95,5774.01,2845.33,6863.18,3672.0,3088.49
2024-02-01,17570.88,5757.42,2867.95,6865.74,3657.04,3068.32
2024-02-02,17400.65,5550.85,2757.84,6620.02,3557.73,3071.62
2024-02-05,17532.57,5387.54,2658.93,6500.61,3437.51,3106.44
2024-02-06,18188.15,5714.21,2822.03,6978.73,3608.94,3144.51
2024-02-07,18526.96,5850.15,2877.86,7192.83,3722.67,3122.99
2024-02-08,18546.57,6018.71,2996.03,7302.33,3802.08,3107.92
2024-02-19,18579.79,6016.8,3066.28,7295.14,3842.77,3167.05
2024-02-20,18430.1,5986.4,3066.3,7371.05,3859.99,3190.15
2024-02-21,19059.16,6062.27,3075.62,7391.6,3890.15,3275.67
2024-02-22,19132.45,6111.5,3138.43,7427.17,3938.94,3278.79
2024-02-23,19162.04,6191.73,3176.29,7455.14,3990.54,3297.12
2024-02-26,18955.61,6186.84,3199.36,7498.71,3955.12,3214.42
2024-02-27,18963.44,6297.45,3327.34,7604.36,4006.26,3217.04
2024-02-28,18761.04,6137.57,3140.62,7417.08,3924.15,3208.91
2024-02-29,19058.0,6364.01,3313.24,7583.92,4037.77,3223.97
2024-03-01,19025.8,6429.26,3399.23,7583.45,4073.16,3220.28
2024-03-04,18878.29,6458.46,3427.66,7720.65,4094.6,3193.07
2024-03-05,19059.34,6375.73,3411.88,7639.24,4096.28,3249.91
2024-03-06,18836.06,6506.33,3392.42,7592.52,4126.48,3223.11
2024-03-07,18789.31,6361.01,3326.21,7378.98,4216.67,3236.24
2024-03-08,18676.85,6468.93,3418.08,7413.3,4256.2,3231.84
2024-03-11,19050.55,6867.19,3464.27,7603.8,4310.33,3223.7
2024-03-12,19721.74,6880.9,3467.33,7739.34,4226.03,3196.27
2024-03-13,19566.38,6851.09,3467.36,7710.77,4261.22,3170.62
2024-03-14,19512.15,6775.09,3408.69,7743.16,4323.72,3165.66
2024-03-15,19632.63,6756.56,3443.91,7754.07,4472.6,3186.92
2024-03-18,19646.2,6939.44,3537.73,7862.34,4485.88,3179.97
2024-03-19,19769.54,6852.98,3526.74,7762.29,4464.0,3152.0
2024-03-20,19732.13,6886.72,3536.29,7783.01,4459.47,3176.27
2024-03-21,19759.93,6828.56,3524.2,7720.03,4488.01,3199.2
2024-03-22,19464.81,6685.05,3503.91,7588.74,4379.43,3188.11
2024-03-25,19278.23,6570.24,3397.82,7479.01,4393.73,3201.46
2024-03-26,19538.81,6693.38,3373.12,7448.94,4380.65,3247.39
2024-03-27,19324.56,6468.25,3245.74,7359.22,4310.61,3260.88
2024-03-28,19324.12,6537.49,3325.7,7397.23,4401.59,3215.74
2024-03-29,19355.95,6600.94,3348.59,7412.1,4542.31,3217.12
2024-04-01,19731.52,6797.72,3426.85,7541.28,4635.44,3247.85
2024-04-02,19612.02,6838.21,3370.22,7467.97,4698.45,3252.55
2024-04-03,19606.73,6758.31,3339.1,7455.44,4851.44,3234.39
2024-04-08,19009.4,6612.29,3256.91,7296.98,4835.85,3252.76
2024-04-09,19007.21,6754.17,3286.9,7438.61,4858.69,3237.8
2024-04-10,18770.64,6623.03,3190.63,7316.08,4884.17,3241.54
2024-04-11,18741.46,6653.13,3182.06,7278.44,4874.95,3234.28
2024-04-12,18496.25,6510.42,3194.53,7229.6,4926.96,3216.55
2024-04-15,18940.52,6560.68,3184.32,7219.71,4884.99,3275.9
2024-04-16,18711.0,6334.69,3052.03,7034.98,4643.89,3276.8
2024-04-17,18794.01,6525.22,3197.3,7191.4,4773.06,3332.83
2024-04-18,18864.61,6508.15,3184.14,7151.11,4838.75,3365.84
2024-04-19,18633.06,6363.53,3111.95,7106.83,4812.94,3360.77
2024-04-22,18934.21,6329.69,3102.42,7164.25,4694.74,3336.03
2024-04-23,19113.38,6285.93,3101.32,7227.58,4500.7,3332.61
2024-04-24,19158.85,6289.55,3176.49,7233.87,4570.02,3322.76
2024-04-25,19122.35,6317.26,3181.61,7301.45,4588.22,3370.22
2024-04-26,19379.96,6429.89,3274.19,7421.62,4714.86,3324.27
2024-04-29,19499.53,6684.59,3371.38,7573.23,4697.25,3358.22
2024-04-30,19506.75,6549.8,3336.74,7606.12,4651.51,3373.57
2024-05-06,20069.88,6691.14,3390.94,7825.68,4700.62,3373.48
2024-05-07,20128.95,6704.92,3375.01,7857.34,4727.82,3371.84
2024-05-08,19987.61,6590.06,3319.76,7823.47,4691.53,3373.29
2024-05-09,19989.3,6786.95,3370.37,7896.46,4809.13,3380.71
2024-05-10,19842.46,6716.15,3306.89,7804.37,4845.34,3419.05
2024-05-13,19506.37,6677.24,3276.05,7747.94,4779.83,3441.66
2024-05-14,19543.29,6645.14,3281.48,7803.86,4814.87,3420.76
2024-05-15,19457.12,6574.82,3251.95,7683.41,4767.4,3418.7
2024-05-16,19553.87,6555.86,3271.77,7643.7,4725.79,3479.55
2024-05-17,19766.02,6603.11,3319.93,7638.61,4801.02,3519.63
2024-05-20,19832.49,6612.49,3322.24,7646.43,4979.91,3503.73
2024-05-21,19811.8,6534.63,3315.82,7578.76,4826.01,3530.74
2024-05-22,19661.84,6712.47,3338.49,7540.15,4790.34,3547.04
2024-05-23,19450.41,6580.83,3287.36,7421.55,4627.52,3525.23
2024-05-24,19225.42,6521.37,3204.22,7353.06,4623.18,3495.16
2024-05-27,19230.74,6552.5,3272.84,7395.33,4701.25,3537.37
2024-05-28,19063.62,6516.99,3244.95,7322.98,4700.59,3524.11
2024-05-29,19075.16,6591.81,3240.21,7299.26,4823.86,3494.26
2024-05-30,18801.93,6571.26,3291.69,7273.01,4666.94,3466.95
2024-05-31,18790.11,6512.23,3295.17,7284.24,4638.44,3473.38
2024-06-03,18730.88,6496.61,3334.64,7209.87,4539.08,3441.07
2024-06-04,18896.58,6611.95,3315.51,7307.34,4585.5,3454.97
2024-06-05,18633.18,6516.98,3308.9,7270.82,4478.48,3421.11
2024-06-06,18479.31,6381.9,3297.36,7151.27,4512.5,3414.05
2024-06-07,18282.1,6254.6,3279.85,7138.19,4517.8,3432.17
2024-06-11,17882.77,6250.78,3367.99,7210.48,4412.52,3372.29
2024-06-12,17904.31,6226.57,3389.23,7216.72,4460.65,3358.81
2024-06-13,17678.51,6230.28,3413.2,7147.63,4380.53,3335.89
2024-06-14,17753.29,6228.45,3433.14,7084.96,4402.17,3346.23
2024-06-17,17656.79,6293.86,3511.88,7083.59,4352.09,3317.64
2024-06-18,17433.44,6337.18,3535.94,7047.8,4380.26,3328.09
2024-06-19,17281.95,6210.43,3519.89,6964.1,4402.01,3364.49
2024-06-20,17099.37,6085.11,3490.21,6866.7,4374.08,3347.07
2024-06-21,16864.66,6045.85,3496.92,6892.46,4340.52,3338.06
2024-06-24,16869.92,5938.19,3402.14,6737.99,4259.45,3344.2
2024-06-25,16907.66,5855.06,3298.55,6707.23,4261.06,3359.53
2024-06-26,16943.71,5937.52,3397.5,6844.43,4315.05,3360.65
2024-06-27,16811.16,5829.65,3353.74,6703.73,4208.21,3388.6
2024-06-28,16576.06,5826.76,3400.38,6652.73,4298.49,3404.03
2024-07-01,16471.8,5805.41,3388.48,6700.61,4400.83,3446.08
2024-07-02,16759.14,5728.86,3338.92,6653.06,4341.11,3501.34
2024-07-03,16731.71,5706.06,3349.97,6585.15,4335.52,3468.22
2024-07-04,16521.12,5627.79,3301.33,6458.65,4303.02,3473.93
2024-07-05,16301.15,5641.44,3299.82,6659.91,4410.68,3399.32
2024-07-08,15943.44,5531.65,3284.42,6472.63,4356.34,3415.73
2024-07-09,16091.64,5591.5,3436.0,6484.87,4442.46,3432.76
2024-07-10,16086.83,5537.9,3456.84,6464.56,4370.47,3422.35
2024-07-11,16457.17,5699.03,3522.3,6629.33,4536.43,3368.41
2024-07-12,16493.58,5731.77,3501.8,6654.55,4455.36,3427.63
2024-07-15,16464.06,5646.84,3475.52,6571.36,4489.58,3458.17
2024-07-16,16435.42,5711.04,3576.94,6563.6,4527.43,3438.76
2024-07-17,16762.1,5686.72,3491.89,6651.31,4401.01,3454.61
2024-07-18,16785.53,5775.2,3473.29,6714.18,4401.01,3446.7
2024-07-19,17043.18,5820.83,3517.99,6740.49,4324.87,3440.11
2024-07-22,16751.29,5839.0,3523.16,6782.23,4275.94,3386.57
2024-07-23,16192.16,5704.68,3388.03,6562.32,4070.43,3415.82
2024-07-24,15999.01,5646.62,3335.17,6467.16,4035.55,3409.41
2024-07-25,15968.0,5732.25,3291.08,6459.5,3927.7,3379.45
2024-07-26,15963.41,5804.27,3332.05,6469.65,4018.49,3329.28
2024-07-29,15700.7,5704.65,3317.3,6385.73,4020.55,3375.64
2024-07-30,15602.61,5692.94,3324.05,6370.39,3987.57,3362.05
2024-07-31,16121.65,5856.07,3438.74,6667.56,4144.76,3354.69
2024-08-01,15770.54,5777.23,3449.41,6623.19,4135.38,3360.91
2024-08-02,15740.93,5685.63,3347.95,6677.54,4060.51,3346.46
2024-08-05,15898.91,5596.4,3179.15,6638.19,3960.68,3319.4
2024-08-06,15963.82,5695.31,3218.79,6763.27,3957.47,3284.46
2024-08-07,16042.52,5710.75,3198.73,6714.98,3971.15,3289.96
2024-08-08,16287.62,5667.23,3206.65,6756.0,3932.47,3297.37
2024-08-09,16228.26,5600.07,3220.43,6649.96,3944.74,3311.6
2024-08-12,16198.99,5574.52,3197.37,6739.21,3939.73,3305.33
2024-08-13,16035.37,5641.83,3233.09,6687.32,3969.71,3319.66
2024-08-14,15860.74,5558.33,3210.97,6591.78,3916.76,3317.21
2024-08-15,15967.7,5602.59,3231.53,6623.87,3951.85,3360.94
2024-08-16,15923.02,5547.27,3241.8,6653.23,3954.15,3399.64
2024-08-19,15851.6,5520.69,3223.51,6580.03,4019.78,3464.05
2024-08-20,15718.22,5447.33,3186.18,6469.35,3969.45,3473.51
2024-08-21,15638.24,5433.18,3190.29,6406.85,4007.64,3448.53
2024-08-22,15463.43,5419.55,3148.86,6359.65,3954.6,3477.75
2024-08-23,15476.12,5403.16,3149.13,6321.08,3938.76,3497.02
2024-08-26,15368.52,5481.51,3152.09,6294.75,3993.84,3501.42
2024-08-27,15300.02,5406.08,3082.49,6299.26,3940.34,3510.44
2024-08-28,15042.29,5418.96,3089.99,6298.3,3919.79,3482.84
2024-08-29,15353.82,5534.94,3141.82,6384.78,3960.86,3370.67
2024-08-30,15727.09,5636.39,3257.2,6448.82,3980.48,3296.08
2024-09-02,15205.92,5534.81,3162.9,6324.71,3888.56,3308.69
2024-09-03,15384.6,5656.86,3187.7,6365.28,3898.69,3251.14
2024-09-04,15250.18,5684.54,3152.51,6375.26,3802.7,3239.87
2024-09-05,15349.88,5682.27,3153.69,6441.25,3802.72,3234.81
2024-09-06,15171.76,5584.37,3085.63,6316.92,3776.46,3240.62
2024-09-09,14969.97,5545.23,3066.08,6323.1,3700.9,3182.17
2024-09-10,14996.23,5524.45,3096.74,6264.68,3702.69,3206.71
2024-09-11,14998.77,5651.47,3071.72,6288.46,3734.69,3132.76
2024-09-12,14638.36,5668.23,3039.54,6222.7,3727.88,3155.18
2024-09-13,14331.42,5537.82,3014.87,6155.55,3725.17,3145.38
2024-09-18,14118.56,5542.73,2982.9,6115.9,3753.36,3176.72
2024-09-19,14361.95,5584.33,3008.55,6188.38,3864.64,3176.98
2024-09-20,14358.56,5517.37,3009.82,6106.92,3919.14,3200.96
2024-09-23,14379.52,5496.57,2998.71,6070.89,3912.76,3252.39
2024-09-24,15347.59,5721.55,3119.15,6277.48,4065.63,3390.82
2024-09-25,15502.4,5804.61,3131.75,6361.7,4113.1,3457.75
2024-09-26,16865.1,5952.27,3232.82,6623.97,4258.04,3583.68
2024-09-27,18099.82,6406.21,3435.35,7040.11,4425.15,3552.99
2024-09-30,19603.06,7164.63,3879.86,7825.19,4760.66,3720.81
2024-10-08,19809.29,8019.98,4390.8,8490.25,4884.56,3829.94
2024-10-09,18164.73,7142.11,4228.59,7743.31,4485.86,3592.49
2024-10-10,18565.56,7135.87,4102.22,7722.6,4557.23,3733.43
2024-10-11,18139.63,6774.66,3879.21,7355.35,4463.82,3692.21
2024-10-14,18229.23,6930.31,4036.93,7451.47,4606.38,3815.79
2024-10-15,17652.77,6744.85,3961.51,7279.49,4455.6,3735.35
2024-10-16,17398.34,6616.0,3893.82,7217.5,4495.9,3829.09
2024-10-17,17051.26,6543.66,3920.25,7165.26,4437.03,3770.91
2024-10-18,17563.08,6904.87,4253.52,7431.72,4546.37,3788.79
2024-10-21,17525.31,7040.44,4366.36,7502.18,4665.83,3742.17
2024-10-22,17780.36,7168.28,4355.44,7590.07,4697.31,3742.36
2024-10-23,18027.2,7336.32,4300.84,7579.26,4691.57,3756.97
2024-10-24,17792.9,7153.87,4299.11,7543.74,4629.39,3747.31
2024-10-25,17948.45,7533.16,4344.57,7662.99,4654.05,3725.02
2024-10-28,18269.86,7549.34,4359.28,7775.72,4691.19,3694.29
2024-10-29,17885.09,7403.18,4346.64,7592.21,4628.88,3695.41
2024-10-30,17745.34,7375.69,4356.92,7497.19,4594.2,3650.41
2024-10-31,17752.08,7475.8,4448.24,7487.07,4590.56,3627.45
2024-11-01,17879.31,7320.41,4249.93,7440.64,4730.3,3663.09
2024-11-04,18117.81,7462.86,4341.28,7542.34,4756.99,3692.99
2024-11-05,18471.87,7707.26,4520.85,7706.45,4914.57,3721.8
2024-11-06,18405.37,7705.03,4521.87,7690.86,4943.45,3688.64
2024-11-07,19550.64,7766.18,4607.09,7930.22,4937.17,3766.22
2024-11-08,19153.06,7769.62,4647.75,7918.77,4894.26,3713.11
2024-11-11,19013.97,8021.03,4863.75,8023.5,4905.29,3661.15
2024-11-12,18859.79,7962.63,4785.2,8100.18,4829.52,3625.17
2024-11-13,18852.12,8068.94,4779.65,8005.57,4850.67,3644.8
2024-11-14,18655.12,7822.81,4600.29,7769.56,4694.03,3652.57
2024-11-15,18471.12,7562.85,4455.05,7608.26,4614.97,3639.42
2024-11-18,18275.41,7436.77,4321.67,7483.81,4526.29,3712.47
2024-11-19,18212.25,7670.44,4458.61,7598.4,4678.92,3702.48
2024-11-20,18289.94,7695.45,4488.44,7790.15,4702.87,3684.12
2024-11-21,18289.89,7728.78,4484.95,7762.84,4723.04,3679.38
2024-11-22,17716.59,7436.96,4308.26,7428.77,4600.61,3596.91
2024-11-25,17680.38,7529.41,4266.3,7458.44,4587.66,3602.39
2024-11-26,17827.14,7368.51,4233.09,7464.81,4526.69,3635.57
2024-11-27,18040.75,7523.92,4356.0,7599.42,4567.69,3673.32
2024-11-28,17931.57,7446.32,4331.11,7550.63,4516.71,3663.77
2024-11-29,18180.27,7566.53,4410.74,7647.86,4572.59,3664.47
2024-12-02,18314.23,7655.13,4481.04,7766.98,4614.4,3652.0
2024-12-03,18309.28,7652.81,4435.34,7743.44,4614.16,3709.1
2024-12-04,18176.81,7490.26,4401.68,7623.38,4617.87,3713.81
2024-12-05,18073.9,7500.52,4423.06,7628.19,4593.1,3706.86
2024-12-06,18214.37,7588.83,4481.64,7771.67,4636.23,3750.52
2024-12-09,18161.92,7565.58,4435.16,7774.07,4645.78,3762.09
2024-12-10,18551.02,7569.61,4482.19,7773.85,4658.77,3804.43
2024-12-11,18692.99,7543.91,4541.28,7811.64,4717.77,3758.61
2024-12-12,19131.26,7606.67,4550.49,7879.2,4743.58,3806.69
2024-12-13,18580.97,7425.94,4491.65,7699.14,4597.29,3730.31
2024-12-16,18410.55,7347.4,4411.84,7634.98,4534.73,3765.32
2024-12-17,18460.89,7315.33,4362.33,7511.75,4498.61,3757.18
2024-12-18,18477.63,7309.94,4461.18,7524.2,4490.01,3800.14
2024-12-19,18236.22,7311.31,4542.54,7505.59,4471.53,3765.47
2024-12-20,18159.34,7269.76,4651.29,7535.2,4455.03,3760.35
2024-12-23,18032.56,7179.69,4527.93,7388.08,4429.12,3822.95
2024-12-24,18217.71,7315.83,4595.3,7450.12,4473.42,3874.16
2024-12-25,18108.02,7236.64,4555.97,7386.24,4417.31,3915.94
2024-12-26,18086.6,7223.34,4665.28,7353.51,4447.18,3907.11
2024-12-27,18119.06,7228.41,4620.75,7391.22,4424.79,3904.72
2024-12-30,18002.49,7255.17,4619.65,7363.24,4440.0,3952.93
2024-12-31,17958.34,7112.74,4432.25,7222.31,4317.99,3909.35
2025-01-02,17623.89,6911.62,4273.61,7062.31,4280.14,3823.51
2025-01-03,17369.14,6748.31,4177.03,6980.12,4291.44,3797.19
2025-01-06,16966.57,6775.92,4134.74,7072.41,4323.39,3828.06
2025-01-07,16991.61,6818.44,4311.91,6976.42,4424.98,3849.33
2025-01-08,16998.92,6790.02,4294.72,6931.82,4366.16,3876.49
2025-01-09,17002.72,6807.8,4327.27,6888.27,4394.85,3844.19
2025-01-10,16767.84,6658.67,4254.64,6764.34,4377.31,3817.45
2025-01-13,16840.34,6656.48,4231.76,6790.4,4456.58,3773.19
2025-01-14,17202.77,6922.63,4430.43,6991.53,4533.26,3826.22
2025-01-15,17142.19,6859.14,4387.11,6917.52,4474.13,3857.11
2025-01-16,16995.85,6885.92,4351.44,6918.32,4553.92,3893.0
2025-01-17,17120.1,6902.59,4428.33,6944.83,4572.87,3867.6
2025-01-20,17234.35,7051.35,4471.29,7021.9,4549.9,3851.04
2025-01-21,17145.46,7017.99,4548.65,6998.21,4528.65,3850.67
2025-01-22,16836.36,6923.61,4546.5,6935.81,4521.65,3779.85
2025-01-23,16830.52,6879.9,4479.34,6925.24,4482.91,3866.82
2025-01-24,16761.06,6985.61,4553.41,6951.19,4531.47,3869.12
2025-01-27,16729.84,6851.81,4420.46,6949.92,4510.9,3923.12
2025-02-05,16379.5,6812.72,4474.67,6988.9,4561.87,3859.74
2025-02-06,16486.29,6955.0,4649.3,7069.3,4614.38,3860.26
2025-02-07,16713.69,7138.51,4692.07,7173.35,4668.65,3847.91
2025-02-10,16728.8,7100.17,4740.13,7292.08,4692.11,3853.65
2025-02-11,16577.39,6999.96,4712.54,7215.37,4701.75,3889.5
2025-02-12,16792.01,7108.06,4838.38,7229.99,4672.4,3920.99
2025-02-13,17103.56,7071.89,4707.27,7194.54,4640.6,3924.14
2025-02-14,17104.66,7144.09,4704.88,7368.1,4664.33,3940.76
2025-02-17,17104.82,7171.65,4771.97,7416.9,4565.92,3929.58
2025-02-18,16972.58,7131.92,4668.04,7267.61,4528.49,3970.95
2025-02-19,17130.83,7254.78,4826.49,7321.12,4575.36,3952.61
2025-02-20,17062.19,7207.84,4864.53,7438.61,4606.81,3947.61
2025-02-21,17119.71,7351.6,5032.53,7506.32,4593.64,3898.61
2025-02-24,17160.06,7349.47,5030.9,7438.83,4597.72,3869.61
2025-02-25,16887.93,7329.82,5024.65,7355.59,4554.11,3838.72
2025-02-26,17018.03,7462.44,5075.6,7442.25,4588.02,3858.59
2025-02-27,17398.79,7461.49,5030.99,7468.19,4565.84,3908.27
2025-02-28,17422.31,7290.91,4787.64,7302.5,4486.84,3884.47
2025-03-03,17278.51,7429.62,4745.27,7350.94,4591.58,3883.65
2025-03-04,17106.87,7346.32,4838.78,7390.78,4630.99,3877.45
2025-03-05,17069.55,7307.94,4873.68,7336.31,4669.3,3944.34
2025-03-06,17383.5,7418.79,4977.44,7451.46,4733.64,3922.59
2025-03-07,17551.39,7337.65,4918.75,7380.21,4804.5,3928.43
2025-03-10,17518.52,7359.18,4923.29,7438.12,4862.59,3892.58
2025-03-11,17854.92,7373.37,4907.45,7428.32,4889.36,3921.44
2025-03-12,17713.25,7394.57,4906.46,7385.3,4891.9,3911.19
2025-03-13,17681.16,7323.45,4786.63,7351.31,4906.75,3933.17
2025-03-14,18638.17,7455.94,4888.45,7510.75,4975.62,3983.69
2025-03-17,18637.57,7437.26,4904.3,7512.59,4936.29,3996.16
2025-03-18,18500.17,7488.32,4938.27,7576.82,5007.15,3991.45
2025-03-19,18453.46,7500.15,4859.85,7578.34,5020.22,4048.07
2025-03-20,18163.98,7446.59,4812.67,7516.3,5005.69,4024.93
2025-03-21,17887.33,7327.56,4688.34,7404.55,4888.4,3976.39
2025-03-24,17949.37,7290.49,4699.18,7342.26,4944.11,4011.35
2025-03-25,17918.78,7310.79,4613.44,7360.92,4967.46,4029.74
2025-03-26,17919.98,7344.2,4623.31,7368.66,4950.23,3971.34
2025-03-27,18073.42,7272.27,4646.33,7507.04,4885.86,3989.28
2025-03-28,17958.33,7202.72,4591.46,7477.34,4877.56,3974.95
2025-03-31,17747.5,7063.23,4578.33,7388.06,4834.57,3988.9
2025-04-01,17802.41,7081.22,4581.58,7635.08,4842.51,3965.4
2025-04-02,17743.61,7094.5,4580.69,7594.06,4800.56,4000.98
2025-04-03,17970.12,6949.91,4467.03,7567.13,4737.9,4012.13
2025-04-07,17164.62,6107.84,3973.7,6876.88,4306.77,3824.91
2025-04-08,17743.88,6131.28,3906.53,6949.72,4295.55,3889.05
2025-04-09,17958.47,6168.59,4033.15,6975.17,4341.66,3852.55
2025-04-10,18072.8,6317.3,4137.39,7116.86,4490.11,3878.7
2025-04-11,18005.21,6387.7,4293.4,7142.94,4530.9,3889.11
2025-04-14,17939.53,6438.67,4324.15,7217.19,4642.25,3913.92
2025-04-15,18018.24,6451.76,4282.05,7208.33,4614.82,3972.79
2025-04-16,18102.35,6360.18,4255.87,7133.03,4599.03,4012.47
2025-04-17,18232.86,6358.45,4272.1,7135.79,4579.97,4015.18
2025-04-18,18048.96,6364.38,4265.84,7117.43,4572.2,4046.39
2025-04-21,17941.63,6485.16,4333.63,7216.61,4745.3,3996.46
2025-04-22,17924.98,6442.04,4307.78,7275.51,4727.5,4023.11
2025-04-23,17860.78,6517.86,4347.02,7224.95,4667.92,4003.62
2025-04-24,17853.47,6501.78,4282.98,7242.66,4636.02,4050.11
2025-04-25,17803.64,6517.17,4301.35,7199.79,4641.0,4029.85
2025-04-28,17736.45,6478.8,4282.22,7146.49,4619.69,4069.2
2025-04-29,17692.99,6449.5,4302.58,7178.93,4618.07,4054.66
2025-04-30,17707.51,6481.81,4358.85,7235.18,4603.44,3970.09
2025-05-06,17769.18,6621.7,4473.93,7312.74,4721.86,3964.94
2025-05-07,17838.21,6680.46,4457.28,7304.33,4743.23,4023.93
2025-05-08,17967.95,6788.37,4479.69,7325.53,4722.81,4068.71
2025-05-09,18019.54,6742.69,4386.74,7308.1,4695.15,4124.15
2025-05-12,18111.17,6924.2,4463.38,7288.37,4744.4,4130.6
2025-05-13,18042.22,6954.1,4434.84,7354.16,4747.86,4193.45
2025-05-14,18345.82,6942.87,4443.96,7361.32,4786.78,4227.95
2025-05-15,18299.58,6824.13,4349.87,7352.12,4724.19,4222.75
2025-05-16,18105.47,6836.68,4354.05,7401.23,4723.75,4183.23
2025-05-19,17942.58,6849.83,4360.46,7387.95,4711.8,4169.76
2025-05-20,18065.23,6889.27,4391.35,7509.35,4737.33,4177.78
2025-05-21,18045.91,6966.05,4350.32,7556.93,4834.54,4207.62
2025-05-22,17988.04,6874.16,4324.57,7501.72,4786.61,4249.7
2025-05-23,17875.67,6788.25,4259.53,7533.02,4783.3,4208.62
2025-05-26,17782.3,6745.13,4296.67,7451.56,4799.28,4176.9
2025-05-27,17812.06,6708.57,4241.53,7524.15,4700.02,4199.25
2025-05-28,17881.09,6673.07,4225.5,7493.87,4700.09,4193.47
2025-05-29,17839.7,6725.54,4314.39,7671.59,4714.48,4183.52
2025-05-30,17685.35,6622.59,4234.59,7699.75,4668.39,4210.35
2025-06-03,17662.15,6630.98,4246.35,7836.63,4733.82,4293.58
2025-06-04,17743.4,6692.07,4296.18,7879.82,4798.96,4295.3
2025-06-05,17658.61,6725.95,4395.45,7799.96,4787.48,4264.01
2025-06-06,17497.01,6713.78,4387.09,7786.47,4842.88,4276.14
2025-06-09,17421.45,6766.86,4412.27,7965.77,4864.76,4287.07
2025-06-10,17297.47,6712.02,4339.66,7991.73,4869.71,4307.52
2025-06-11,17333.85,6780.39,4355.02,7959.22,4977.24,4321.08
2025-06-12,17138.07,6768.39,4343.28,8060.0,5047.03,4333.96
2025-06-13,16732.24,6683.06,4302.78,7895.79,5026.6,4294.18
2025-06-16,16703.04,6718.38,4338.65,7873.47,5005.01,4350.91
2025-06-17,16697.74,6731.45,4336.18,7760.33,5002.87,4343.57
2025-06-18,16707.74,6752.77,4401.06,7694.37,4976.06,4383.55
2025-06-19,16590.13,6654.72,4375.1,7551.57,4880.62,4377.05
2025-06-20,16711.92,6629.95,4343.82,7552.12,4846.95,4407.13
2025-06-23,16578.62,6704.68,4387.75,7619.08,4897.27,4460.88
2025-06-24,16756.45,6895.89,4465.11,7702.58,4936.99,4479.03
2025-06-25,16799.02,7010.11,4534.5,7733.86,4980.56,4525.87
2025-06-26,16697.38,6957.81,4503.03,7652.99,4986.56,4571.58
2025-06-27,16564.42,6968.82,4544.26,7672.88,5094.64,4436.65
2025-06-30,16642.76,7065.29,4609.9,7754.01,5100.49,4421.54
2025-07-01,16609.24,7038.92,4614.85,7893.88,5176.42,4489.41
2025-07-02,16616.22,7069.99,4522.05,7815.86,5214.55,4523.25
2025-07-03,16644.83,7167.72,4598.54,7921.46,5230.85,4520.62
2025-07-04,16666.79,7107.24,4577.83,7952.02,5147.33,4603.91
2025-07-07,16566.84,7104.07,4547.37,7874.95,5116.66,4623.87
2025-07-08,16644.31,7267.65,4650.67,7899.14,5177.64,4612.64
2025-07-09,16706.37,7279.79,4612.56,7933.11,5060.57,4627.87
2025-07-10,16751.27,7298.47,4598.27,7991.02,5110.35,4670.31
2025-07-11,16807.45,7285.15,4620.38,8096.68,5199.61,4557.87
2025-07-14,16818.11,7302.97,4620.14,8139.54,5228.75,4581.24
2025-07-15,16649.01,7248.65,4656.49,8129.31,5184.98,4536.98
2025-07-16,16707.8,7235.16,4641.73,8206.62,5161.62,4503.63
2025-07-17,16797.97,7295.08,4742.99,8352.25,5185.11,4484.75
